2.707547e+01 -1.029455e+01 1.047925e+00
6.860616e+01 3.864685e+00 1.168672e-01
-5.293086e+01 -9.399150e+00 7.580959e-01
5.039499e+01 -2.008710e+00 1.519492e-01
-4.485813e+01 3.045865e+00 1.652516e-01
5.904835e+01 -4.459071e+00 9.226011e-01
1.321965e+02 -1.049056e+01 2.591501e-01
1.345558e+02 -1.410801e+01 3.343736e-01
8.587057e+01 6.918685e+00 1.731884e-01
2.266789e+01 -6.248841e-01 1.879299e-01
4.727492e+01 -1.278233e+01 1.495639e-01
5.907479e+01 9.039927e+00 3.163532e-01
3.009303e+00 -1.119896e+01 1.988724e-01
2.160064e+01 8.783779e+00 1.151090e-01
-1.058984e+02 -1.063969e+01 1.868389e-01
4.348016e+01 1.021713e+01 1.202480e-01
5.760450e+01 8.677977e+00 1.057643e-01
1.387110e+02 7.377131e+00 1.035970e-01
-9.883295e+01 1.158586e+00 1.321691e-01
4.134271e+01 -1.144407e+01 3.776782e-01
-1.280482e+02 8.223517e+00 2.905038e-01
4.294732e+01 -7.016731e-01 1.067472e+00
1.047691e+02 1.449464e+01 3.804657e-01
-7.389491e+01 1.784180e+00 1.032311e-01
-1.250110e+02 5.979711e+00 5.406260e-01
1.461213e+00 -4.520694e+00 1.043760e-01
-6.364558e+01 -1.359440e+01 1.255414e-01
-8.517471e+01 -1.447552e+01 1.712361e-01
-9.893899e+01 -9.566307e+00 1.604322e+00
1.032259e+02 9.502065e+00 4.310043e-01
-1.430981e+02 1.146024e+01 1.069148e-01
-7.366461e+01 9.060134e-01 2.004225e-01
-6.217003e+01 -3.403592e+00 2.056348e-01
-1.411103e+01 4.024616e+00 1.049684e-01
-2.652679e+01 6.289586e+00 1.395014e-01
3.158728e+00 -8.455157e+00 1.010860e-01
-1.344029e+01 8.336619e-03 1.310432e+00
-9.156150e+01 6.297170e+00 9.949337e-01
5.078506e+01 1.119567e+01 3.034643e-01
5.716745e+01 6.730191e+00 1.031743e+00
9.768774e+01 7.168179e+00 1.058748e-01
7.218668e+01 1.461965e+01 1.785604e-01
-1.076951e+02 -6.552491e+00 1.135719e-01
3.354171e+00 6.914492e+00 1.727692e-01
-1.536734e+01 -1.065732e+01 3.425331e-01
-1.223239e+02 4.554082e+00 1.951790e-01
-1.266011e+02 -1.169586e+01 1.076998e-01
-1.180287e+02 -6.052159e+00 1.430525e-01
-1.053298e+02 1.396998e+01 1.688971e-01
-3.990317e+01 4.852135e+00 3.076393e-01
-2.784025e+01 -1.727561e-01 1.031862e-01
-4.975512e+01 -7.773512e+00 1.039208e-01
8.473371e+01 -3.759466e+00 2.962192e-01
3.809282e+01 1.147168e+01 1.029482e-01
-1.161385e+02 -4.972916e+00 5.293206e-01
-6.066884e+01 -2.436523e+00 1.228982e-01
5.852897e+01 -3.321734e-01 1.114233e-01
3.037515e+01 2.638074e+00 3.844722e-01
-8.287086e+01 6.891040e+00 4.495749e-01
6.215446e+01 -1.203192e+01 1.187419e-01
1.263745e+02 4.827058e-02 2.513002e-01
1.141254e+02 9.914841e+00 1.607722e-01
9.917658e+01 3.581462e+00 1.081353e-01
-1.280760e+02 -7.463118e+00 1.196193e-01
-1.394410e+02 -4.301944e+00 4.822852e-01
-1.088793e+02 4.462231e+00 1.585163e-01
1.142020e+02 -4.518092e+00 1.460953e+00
7.406006e+01 1.344244e+01 1.434900e-01
1.214359e+02 -9.820689e+00 2.194620e-01
-1.351879e+02 1.134988e+01 1.831098e-01
9.852697e+01 9.222642e+00 1.044813e-01
-1.117710e+02 5.858116e+00 1.206942e-01
4.327582e+01 9.836132e-01 1.983309e-01
1.366973e+01 2.938981e+00 1.382686e-01
-4.980089e+01 3.746371e+00 8.362708e+00
-1.506922e+01 7.640803e+00 1.374228e-01
1.429750e+02 4.284018e+00 1.000984e-01
-1.445717e+02 -3.127508e+00 1.038652e-01
3.630096e+01 -5.753593e+00 4.750162e-01
1.379608e+02 -4.516593e+00 6.850018e+00
-2.692962e+01 -9.456714e+00 1.167486e-01
-4.390796e+01 -5.854370e+00 1.649959e-01
-1.101636e+02 1.340926e+01 1.035801e+00
6.471503e+00 -1.022942e-01 1.391656e-01
-9.821248e+01 9.759653e+00 2.662458e-01
-9.805153e+01 -6.654830e+00 1.602888e+00
9.371966e+01 -7.105247e+00 1.351064e-01
9.332757e+01 -6.816111e+00 7.808620e-01
7.858153e+01 1.174299e+01 2.094485e-01
1.140448e+02 1.078609e+01 1.280434e-01
1.144378e+02 -6.826418e+00 1.082607e-01
5.870068e+01 3.630774e+00 3.255474e-01
-8.647521e+01 7.395482e+00 4.007040e-01
-7.447916e+01 -6.843170e+00 1.377295e-01
1.140470e+02 -1.871282e+00 1.730029e-01
-1.026403e+02 3.116862e+00 1.233685e-01
-9.624952e+01 -2.308845e+00 2.133715e+00
9.998724e+01 -7.774158e+00 2.523128e-01
1.178275e+02 -1.472897e+01 3.544969e-01
-6.872696e+01 1.168305e+01 1.018888e+00
1.423068e+02 8.350078e+00 2.359542e-01
1.122849e+02 -6.128996e-01 1.051476e-01
-1.231294e+02 5.544571e+00 1.325924e-01
-7.835779e+01 1.291376e+01 1.036313e-01
1.128352e+02 9.541319e+00 2.003816e-01
-4.165366e+01 1.406595e+01 1.003926e-01
-1.145912e+02 -1.054856e+01 1.906929e-01
-1.104365e+02 1.444350e+01 1.365214e-01
-2.632721e+01 1.145292e+01 1.356847e-01
2.660360e+01 -1.038153e+01 1.547118e-01
3.888248e+01 -1.089945e+01 2.245161e-01
1.310140e+02 -1.444987e+01 1.164609e-01
1.116560e+02 -1.199485e+01 1.668951e-01
1.807912e+01 -5.017434e+00 1.854052e-01
4.189021e+00 -8.512275e+00 2.749718e-01
1.192074e+02 2.172625e+00 2.993846e-01
1.176485e+02 5.490095e+00 2.075687e-01
-5.420207e+01 9.227229e+00 2.139922e-01
1.392857e+02 -8.324425e+00 2.853281e-01
3.952244e+01 9.255147e+00 1.993704e-01
-9.201277e+01 -1.709669e+00 1.605480e-01
6.551970e+00 -3.368272e+00 1.572868e-01
-4.838516e+01 -6.982228e+00 1.392312e-01
9.900312e+01 9.736286e+00 1.022389e-01
-6.806483e+01 -4.732920e+00 3.471678e-01
6.760450e+00 -7.584110e+00 1.227666e-01
7.340445e+01 -1.059276e+01 1.827525e-01
-1.118165e+02 -1.175377e+00 2.765685e-01
-6.612669e+00 -1.998458e+00 1.740272e-01
6.454095e+01 -1.289863e+01 2.537726e-01
-1.145168e+02 -7.300511e+00 1.267472e-01
4.082349e+01 8.253644e+00 4.985977e-01
-9.432418e+01 -1.152609e+01 2.050345e-01
9.408167e+01 1.336657e+01 3.216207e-01
8.538077e+01 -8.401006e+00 1.563462e-01
1.398425e+02 7.174207e+00 1.188694e-01
6.837908e+01 -3.035413e-01 1.050262e-01
-9.616658e+01 3.294203e+00 1.980357e-01
-2.192850e+01 -1.226608e+01 1.148417e-01
1.173319e+02 9.145545e+00 1.084388e-01
-9.408418e+01 1.247053e+01 4.021675e-01
1.198765e+02 1.701780e+00 1.056629e-01
-1.418112e+02 7.066425e+00 1.026413e+00
-3.032052e+01 1.677284e+00 1.007470e-01
3.012527e+01 -4.590736e+00 3.182856e-01
-1.037190e+02 -5.357569e+00 1.039620e-01
1.296565e+02 -1.334293e+01 1.837854e-01
1.107296e+02 -8.164388e+00 9.051414e-01
-6.726781e+01 4.512952e+00 4.310940e-01
-1.176157e+02 1.472322e+00 1.043166e-01
1.466424e+02 6.861209e+00 1.114940e-01
-1.036771e+02 4.077605e+00 1.896668e-01
-1.248513e+02 4.645578e+00 3.900953e-01
-1.126996e+02 -1.330944e+01 1.282903e-01
-1.156531e+02 4.625856e+00 7.884363e-01
-5.434230e+01 9.041528e+00 2.043527e-01
-6.944106e+01 7.245806e+00 1.859046e-01
5.988929e+01 3.538269e+00 1.362853e-01
7.439809e+01 1.163588e+01 2.377528e-01
1.149068e+02 1.464784e+01 1.119206e-01
9.852228e+01 1.456786e+01 1.478490e-01
5.816187e+01 -1.079691e+01 2.994575e-01
-1.127851e+02 -8.515817e+00 1.097338e-01
-6.634026e+01 -5.007277e+00 1.050891e-01
1.441438e+02 -1.797065e+00 1.476031e-01
-1.331228e+02 7.606154e+00 1.989324e-01
-2.112696e+01 -1.430043e+01 4.315038e-01
1.062081e+02 6.641328e+00 1.229642e-01
5.281477e+00 -7.360533e-01 1.380030e-01
9.646728e+01 -4.021644e+00 1.393111e-01
5.479491e+01 -8.962238e+00 1.410928e-01
-6.638565e+01 1.180504e+01 1.218862e-01
2.362436e-01 -1.447973e+01 1.015700e-01
-3.458481e+01 -6.288430e+00 2.367455e-01
-5.373517e+01 -6.620787e+00 1.236049e-01
1.203446e+02 -5.175199e+00 1.653784e-01
-5.836698e+01 7.583105e+00 1.607443e-01
-1.791093e+01 3.418851e+00 2.788907e-01
-8.986019e+01 -1.094001e+01 1.269292e-01
1.008199e+02 1.369650e+01 5.903129e-01
-5.788795e+00 4.339004e+00 2.503544e-01
-1.156099e+02 1.252572e+01 3.472660e-01
1.099821e+02 -2.342754e+00 3.293273e-01
1.038334e+02 9.056171e+00 1.700412e-01
-9.932161e+01 -1.126396e+01 1.218859e-01
